#1.2
10100	50
NAME	DESCRIPTION	786-0	BT-549	CCRF-CEM	COLO 205	EKVX	HCC-2998	HCT-15	HOP-62	HOP-92	HS 578T	HT29	K-562	KM12	M14	MDA-MB-231/ATCC	MDA-MB-435	NCI-H23	NCI-H322M	NCI-H522	OVCAR-3	OVCAR-5	OVCAR-8	PC-3	RXF-393	SF-268	SF-295	SK-MEL-2	SN12C	SNB-19	SNB-75	SW-620	T-47D	U251	A498	A549/ATCC	ACHN	CAKI-1	HCT-116	LOX IMVI	MALME-3M	MCF7	MOLT-4	NCI-H460	OVCAR-4	SF-539	SK-MEL-5	SR	UACC-257	UACC-62	UO-31
ALPL	na	16.43	12.43	12.65	12.27	10.4	17.92	14.08	15.99	18.67	259.8	15.65	16.89	10.42	19.02	16.4	16.74	19.55	17.39	17.85	30.64	12.6	13.06	13.5	19.48	24.64	11.24	12.39	17.37	22.21	27.03	11.59	14.59	13.2	26.87	18.66	15.53	15.51	13.77	16.19	17.0	39.05	23.28	18.71	43.82	10.1	24.84	38.22	25.14	19.58	13.93
C20orf36	na	12.14	16.38	16.32	26.74	35.46	20.8	18.76	14.42	15.1	10.15	56.02	9.56	22.8	29.46	24.92	32.07	54.1	23.49	25.33	21.67	25.27	11.04	28.05	8.68	24.38	13.58	30.07	15.03	20.35	8.86	116.47	17.28	15.75	16.36	18.99	12.9	18.32	19.99	10.84	14.64	94.47	37.73	12.24	5.07	8.68	9.84	14.36	17.38	16.96	6.06
MYOM2	na	3.48	4.11	25.49	23.34	4.0	31.26	12.77	18.37	3.52	9.03	4.7	10.33	12.2	6.17	7.57	15.62	16.3	12.72	14.33	14.46	10.46	15.48	8.47	3.42	4.9	8.59	9.48	5.06	14.08	3.92	5.2	5.22	4.24	28.81	6.04	11.33	15.42	33.73	20.5	17.01	3.66	79.84	9.79	10.25	9.12	6.84	40.35	17.8	19.12	29.61
CXCL10	na	3.25	9.9	2.46	1.99	1.63	3.87	1.71	2.56	2.27	6.34	8.98	2.44	3.49	6.03	3.43	5.0	3.04	3.11	3.43	3.55	1.64	9.19	2.18	2.83	9.62	1.53	4.64	2.2	10.15	5.27	1.9	3.58	1.95	4.94	2.04	2.06	3.02	4.38	3.56	7.82	6.31	5.94	3.33	2.3	4.78	6.87	1.75	2.42	2.03	1.69
ZNHIT1	na	817.06	380.5	446.77	696.05	623.16	589.4	522.4	451.98	1041.08	513.54	566.78	624.43	422.92	521.68	446.46	745.19	631.03	256.03	447.52	798.91	513.34	605.93	752.93	617.36	373.57	584.32	581.04	410.5	484.22	500.0	371.56	410.93	432.67	1319.14	452.7	992.55	397.28	468.94	374.22	712.75	666.86	622.72	390.22	1693.01	323.31	1091.37	533.56	643.82	1124.92	514.0
FKBP4	na	745.34	833.32	914.04	1095.54	726.95	1206.48	679.24	660.3	786.39	614.28	913.46	861.8	1108.63	785.09	729.27	1141.03	1459.67	1077.87	603.46	1078.42	828.78	1068.94	1104.29	895.23	849.26	739.96	823.37	527.08	677.14	605.27	858.31	1767.25	526.47	854.73	861.89	1111.32	928.85	1192.04	836.36	882.61	1685.52	706.43	1008.62	1383.84	584.23	984.25	659.37	892.55	1146.07	739.09
UBE2D3	na	180.01	273.91	355.59	205.04	200.45	251.57	293.2	201.38	189.5	224.09	356.03	222.01	297.43	162.97	266.54	186.6	250.43	196.56	228.3	212.68	224.13	154.0	164.65	211.48	205.81	158.17	224.68	167.22	94.93	154.85	147.27	149.28	132.64	190.08	132.22	213.87	185.92	291.63	196.14	226.89	330.68	355.66	152.18	121.66	153.46	121.79	301.62	97.75	85.35	260.62
39229_at	na	61.48	56.21	48.11	40.87	52.94	55.97	51.47	50.44	60.28	56.31	47.26	46.48	46.53	44.34	71.51	56.98	53.85	52.93	45.77	66.93	52.17	48.72	59.85	45.68	52.6	45.39	59.96	52.69	45.72	60.97	60.08	50.22	50.44	41.11	42.06	67.52	53.6	32.53	53.98	73.46	62.54	35.88	34.76	78.07	40.27	96.86	62.85	61.52	40.34	68.75
EEF1D	na	2969.98	2067.47	2644.34	3387.35	2123.57	2550.65	2828.15	2453.73	2699.84	2824.16	3229.77	2738.29	4391.95	1560.63	2516.34	1893.43	3813.16	2321.01	1538.68	2190.96	2545.03	5979.98	3605.8	3588.96	2219.89	1604.66	1223.39	1496.25	1517.11	1647.77	2191.59	2752.85	1562.24	1951.48	2343.81	1962.46	3207.76	2556.11	3119.66	1110.7	3868.23	4184.62	2252.48	3434.1	1850.62	3894.64	2683.12	2905.18	2288.69	2042.37
PMP2	na	2.69	5.22	9.47	1.89	4.76	4.33	0.97	1.75	4.68	1.4	1.82	6.77	2.99	4.88	2.93	6.86	5.16	2.66	4.51	10.17	2.59	1.14	2.73	5.42	5.38	1.02	7.87	4.42	2.21	10.03	2.41	5.72	5.07	6.59	3.93	4.0	6.51	3.92	2.91	2.82	1.77	10.88	9.49	6.44	4.0	14.5	14.81	3.73	6.46	8.49
35728_at	na	63.04	35.17	48.82	36.32	35.3	26.27	31.61	47.92	45.48	43.11	28.84	32.49	35.21	25.71	32.88	53.67	34.55	50.68	23.97	30.93	37.31	46.48	30.14	48.27	26.65	14.78	35.14	40.17	38.58	42.88	32.96	30.11	27.52	54.07	24.65	28.34	47.04	8.83	20.8	40.6	37.96	61.64	19.45	24.96	39.57	20.54	49.82	43.99	25.27	38.77
BST1	na	24.26	61.59	23.12	7.09	86.92	15.63	13.47	28.99	53.61	163.96	11.32	11.16	16.83	43.51	10.95	6.54	20.68	17.71	12.68	15.46	7.27	49.72	11.93	23.24	75.56	13.1	43.56	102.06	20.21	31.52	14.46	12.98	13.53	37.93	56.02	8.33	15.66	9.62	16.41	26.22	16.91	37.42	33.64	23.78	7.44	11.48	16.59	30.54	19.66	201.1
PCSK1	na	25.56	26.27	17.49	18.26	28.35	12.45	8.25	26.81	24.25	22.84	17.84	15.26	8.91	9.91	10.42	6.47	46.17	32.42	11.94	18.33	17.91	15.28	13.95	19.1	29.78	16.35	23.93	22.39	25.08	59.49	18.47	11.36	19.38	30.87	28.39	19.41	20.56	13.66	22.52	14.58	10.73	13.57	61.51	41.14	22.56	24.65	17.84	27.1	25.23	21.05
FKBP1B	na	62.03	24.28	35.79	51.24	70.83	15.46	14.45	136.98	65.92	42.3	7.52	53.69	48.31	39.11	28.71	17.1	150.42	15.19	324.82	20.65	80.78	70.23	13.32	41.25	67.09	59.44	21.87	98.15	67.65	36.55	68.23	39.15	65.7	15.26	70.17	47.99	72.28	64.83	10.08	188.94	11.28	37.12	14.41	55.76	21.81	54.07	36.31	47.93	18.9	100.14
1837_at	na	287.16	88.96	12.7	53.0	97.24	54.8	148.68	147.45	99.05	90.29	85.31	76.89	88.85	51.81	73.92	39.4	36.91	167.17	184.34	98.87	137.62	109.85	102.04	151.77	269.53	93.27	159.81	303.8	27.78	73.57	79.44	47.54	70.52	184.73	61.12	139.58	329.72	66.63	149.2	8.61	25.47	35.67	47.46	188.73	47.8	67.85	7.55	37.48	71.5	442.76
33538_at	na	19.58	14.33	26.84	7.47	20.08	2.22	6.93	19.22	11.49	6.48	14.44	7.61	8.46	1220.62	13.71	451.67	13.68	4.88	17.75	16.56	5.21	16.73	7.41	10.51	28.47	7.5	304.71	21.6	24.59	11.07	9.66	16.27	33.84	23.59	9.85	14.83	13.39	10.54	29.16	1169.03	25.44	15.02	10.77	11.29	10.35	227.59	20.2	745.9	560.23	20.5
HIST1H2AM	na	6.79	15.78	34.91	9.62	16.18	11.71	15.62	9.4	2.37	2.18	4.92	46.75	14.04	14.51	7.81	20.76	18.7	3.91	14.56	25.34	7.88	9.06	7.33	7.12	6.17	4.99	16.16	25.45	7.43	7.0	7.81	25.73	9.44	8.85	16.22	9.29	12.22	14.18	13.07	22.49	15.56	52.78	7.11	14.4	6.23	13.26	12.56	13.89	21.41	13.56
ABCD3	na	104.92	119.09	196.72	141.18	233.45	93.66	142.35	92.86	113.81	202.85	150.59	58.45	121.87	150.27	277.3	93.65	100.58	108.97	97.12	90.58	104.21	118.86	110.34	133.9	166.05	108.51	139.01	99.13	185.8	149.44	122.19	122.99	161.93	113.04	162.05	103.08	67.48	167.64	64.76	134.72	91.42	161.82	121.51	185.7	126.38	69.66	61.17	121.91	69.39	86.71
SLC6A1	na	5.15	2.17	6.62	2.9	8.63	5.38	4.35	3.07	2.71	2.03	1.51	7.06	2.48	6.87	7.01	2.58	2.65	6.94	3.08	17.37	4.64	1.43	4.41	8.5	4.66	2.6	2.83	3.96	6.44	7.03	3.18	3.44	2.85	8.47	1.99	9.46	3.69	2.32	4.58	3.4	3.66	3.83	4.28	3.75	2.42	6.07	8.22	5.02	6.91	7.96
FNBP3	na	136.74	146.15	305.87	162.27	204.8	397.86	284.71	184.65	260.13	193.63	322.23	286.43	262.64	174.14	220.92	140.95	261.27	281.48	475.95	172.54	154.97	126.48	233.77	157.0	126.62	211.19	229.55	152.15	221.38	185.71	305.87	107.72	196.93	167.47	204.57	220.64	119.18	341.29	282.3	201.72	168.71	158.67	215.66	234.47	238.69	258.99	249.56	216.14	134.44	131.3
TEP1	na	23.61	14.1	13.92	12.43	21.07	43.75	20.53	34.88	18.81	13.71	52.53	15.45	17.87	15.58	22.85	15.87	37.63	31.07	22.79	26.07	16.65	15.96	18.04	18.52	23.51	13.32	38.95	23.43	10.33	27.03	32.68	18.93	20.7	23.93	21.99	19.11	12.31	25.23	33.5	35.12	32.9	14.12	12.16	23.2	19.69	35.99	33.16	28.9	29.96	23.31
SULT4A1	na	131.66	198.06	154.76	108.45	178.52	210.85	171.05	215.4	161.8	169.66	230.32	148.49	126.39	159.22	192.99	140.61	221.6	174.98	258.31	173.29	131.07	171.44	180.01	187.53	176.46	167.51	173.46	188.46	207.93	209.96	167.13	217.94	107.16	159.48	155.88	163.06	143.57	195.6	201.62	170.97	175.62	171.2	193.67	215.63	154.88	207.92	138.57	184.48	156.48	160.98
701_s_at	na	109.74	49.24	101.57	104.2	72.21	92.1	93.32	80.98	77.79	92.24	78.59	79.12	98.15	103.43	71.32	90.25	103.59	87.23	93.96	144.26	63.49	98.81	133.19	100.61	98.66	63.53	71.27	88.56	95.71	57.1	99.45	90.01	86.9	108.07	117.44	127.32	102.29	108.55	83.26	92.55	110.26	77.69	102.45	176.76	53.54	138.07	77.78	107.9	138.64	82.91
LDOC1	na	257.99	445.6	15.56	15.87	442.66	18.03	16.62	480.22	33.54	260.16	20.9	29.44	25.73	71.33	48.82	36.03	1064.71	518.65	409.85	357.67	20.67	169.11	1121.35	41.05	472.88	155.37	109.67	652.91	716.8	357.59	30.16	293.37	482.21	479.05	480.97	235.73	294.54	14.86	30.62	26.94	792.93	28.44	230.17	16.62	29.31	336.81	45.05	26.52	389.98	350.51
GK2	na	2.9	2.46	5.61	2.72	1.82	3.44	2.79	2.12	1.93	5.79	1.38	2.42	2.27	2.41	4.44	2.4	3.31	3.07	2.57	2.56	2.76	2.31	1.85	12.21	3.75	3.58	3.15	6.07	5.06	2.1	2.31	4.09	2.32	7.61	2.92	3.43	4.92	1.81	3.8	4.23	1.88	2.89	3.03	2.48	2.69	2.7	3.16	5.5	4.38	2.53
41581_at	na	4.3	29.34	19.92	19.34	21.31	9.24	7.68	13.38	15.26	14.17	21.84	6.49	28.46	10.01	5.31	17.54	27.16	9.92	13.06	23.1	10.68	11.8	17.37	3.58	9.31	5.91	17.89	22.89	10.38	12.75	16.95	32.73	5.63	7.64	23.44	28.48	9.91	17.6	21.73	14.22	23.92	12.6	31.41	6.25	2.04	9.03	8.42	12.32	16.84	20.39
MARK3	na	104.44	132.1	217.01	81.97	146.4	106.83	159.7	133.16	54.53	168.11	129.51	121.5	134.96	69.59	87.9	88.64	160.42	146.05	236.04	149.01	203.93	89.17	256.37	70.78	208.91	118.44	155.2	118.14	159.76	140.54	218.33	166.99	134.34	63.95	145.76	82.51	79.72	142.66	156.75	109.4	262.07	158.56	148.32	98.51	141.95	58.3	158.75	78.71	117.74	89.14
CAPON	na	26.04	13.7	21.58	15.94	21.2	23.66	34.31	10.48	12.74	33.4	9.78	18.69	27.67	11.62	29.39	14.17	26.25	15.46	13.23	12.21	28.69	27.53	19.74	14.85	16.12	18.8	10.43	15.68	35.43	26.37	20.24	25.73	13.78	16.81	23.71	19.81	27.03	6.65	26.54	43.65	64.26	45.16	29.92	8.95	25.81	29.38	43.93	14.63	20.39	16.21
CXorf37	na	21.6	28.11	36.38	37.25	41.18	59.15	31.99	11.29	68.22	20.07	33.87	77.81	25.92	51.67	37.28	79.74	32.5	24.29	53.56	79.66	26.5	38.49	54.46	41.28	37.5	51.37	25.54	65.37	56.21	47.16	46.54	76.31	43.4	59.53	34.61	15.98	38.33	25.48	18.48	33.63	32.69	25.7	60.76	62.36	34.65	40.24	30.31	39.23	75.57	18.03
IFNA21	na	3.0	4.45	9.07	4.56	2.13	4.22	7.28	6.14	4.51	8.08	4.45	4.83	5.05	3.95	3.74	20.02	6.09	10.68	3.03	12.18	11.24	7.69	6.11	2.85	13.0	6.49	4.55	10.23	14.45	7.78	5.72	6.99	9.56	9.36	6.94	5.3	4.9	1.93	5.02	5.61	3.9	13.54	6.59	6.91	6.28	10.02	9.78	6.08	24.25	4.63
FLJ11021	na	56.23	128.12	284.5	146.27	87.82	120.69	196.35	89.85	94.87	120.74	140.15	229.19	164.14	133.06	131.98	105.66	105.56	128.6	173.19	78.42	126.16	90.32	118.37	106.96	95.43	82.11	127.76	101.33	92.99	89.94	167.58	142.87	76.54	94.31	98.35	134.61	58.09	137.66	118.49	121.88	178.24	242.42	140.69	75.12	98.38	81.85	157.71	47.35	74.94	110.14
RODH	na	10.48	19.98	28.61	9.01	26.12	6.64	49.52	8.38	7.13	57.29	6.03	9.27	19.63	8.59	8.3	8.43	13.21	4.59	8.24	6.51	7.03	7.65	1.69	4.38	15.4	8.39	8.5	8.51	12.68	6.96	10.6	5.62	1.93	10.37	7.86	5.87	6.57	5.66	6.74	4.8	6.69	30.32	7.93	8.82	8.48	6.86	9.78	8.87	8.04	4.49
FUT6 /// FUT5 /// FUT3	na	7.48	7.39	7.29	34.32	6.11	381.26	10.16	6.59	9.41	4.83	16.83	6.37	5.63	8.57	5.87	6.25	8.9	92.38	7.35	10.99	6.37	8.12	8.19	7.49	8.7	8.07	8.08	11.08	12.55	6.9	4.86	6.96	7.59	18.34	5.29	8.18	4.74	34.84	6.52	11.12	6.24	5.75	8.82	13.83	6.69	13.86	7.51	8.74	10.39	6.07
SLCO3A1	na	19.98	30.99	24.09	10.63	13.88	7.6	15.94	16.6	66.47	32.89	39.16	7.51	11.36	48.97	14.44	9.34	8.65	55.82	17.33	125.77	95.91	19.68	13.67	36.24	24.14	20.15	36.91	23.66	35.46	49.14	16.34	9.58	186.6	33.23	51.25	26.17	17.42	11.57	10.19	12.21	20.91	11.51	13.99	21.48	39.2	25.78	12.89	47.21	17.63	19.86
MGC2749	na	471.24	661.24	444.46	640.77	411.34	640.65	498.37	398.14	658.88	579.48	405.04	794.76	748.9	488.61	536.19	480.37	537.44	381.26	636.34	423.0	552.85	676.13	969.66	717.2	592.7	722.7	442.11	434.66	666.5	511.56	568.93	351.84	633.62	541.87	491.99	534.01	616.06	684.76	650.17	370.27	556.55	616.72	459.88	687.66	637.88	653.35	572.15	550.16	617.57	542.49
S100A12	na	5.46	4.09	4.84	3.36	4.76	8.98	4.49	5.39	9.71	7.92	4.35	7.55	5.21	6.14	4.65	5.26	32.26	5.63	3.96	4.31	9.31	6.18	5.11	8.79	13.78	6.99	5.46	7.77	8.54	3.92	3.2	7.4	12.11	11.91	4.39	6.82	6.36	4.84	7.2	5.64	8.19	9.15	5.47	7.55	9.79	10.11	9.29	5.06	9.0	5.67
CKS2	na	727.47	1350.0	1644.26	723.38	419.81	749.18	784.23	422.93	703.71	308.86	378.58	745.72	1238.16	966.55	1096.81	1231.48	686.18	339.68	566.56	340.17	266.67	1337.87	401.29	634.14	644.44	517.55	811.05	323.46	542.45	387.91	729.11	665.92	667.3	252.06	788.87	785.77	604.08	710.98	765.08	769.45	668.24	1174.0	804.59	381.56	443.32	734.76	673.82	254.78	214.68	652.19
YES1	na	175.12	179.09	65.85	107.0	88.39	397.34	331.43	606.54	187.08	187.72	400.9	214.24	118.64	231.84	262.57	107.93	338.75	170.61	346.84	308.67	161.92	118.05	239.82	162.03	205.51	163.25	251.48	156.56	181.04	111.16	147.88	142.81	250.47	107.63	115.73	163.16	218.98	261.42	398.4	89.78	248.74	39.73	118.58	142.88	94.24	103.86	26.1	76.39	120.05	145.91
TOSO	na	24.67	23.95	22.61	52.52	38.14	98.57	35.61	31.44	151.63	16.49	16.35	39.2	39.02	227.39	75.57	290.62	40.47	25.61	16.65	30.11	54.79	19.12	20.46	33.95	39.07	45.29	108.45	60.98	45.59	81.5	26.58	47.55	34.2	31.56	26.71	24.29	17.81	21.34	28.12	103.65	131.44	97.84	28.17	50.72	42.5	144.56	24.11	188.32	41.05	49.31
MGC11332	na	36.92	43.75	62.0	38.07	66.72	45.4	40.22	51.35	42.8	40.52	73.16	52.37	67.02	38.06	43.24	45.03	59.58	64.6	45.63	52.22	58.41	68.24	37.72	72.42	53.39	31.87	43.58	68.18	53.31	42.04	64.41	33.62	48.91	30.44	40.06	63.63	28.77	54.12	46.42	65.21	53.94	79.47	41.91	52.62	47.0	59.08	32.76	62.8	31.83	33.26
IGSF2	na	13.6	6.47	5.36	4.25	6.21	6.25	5.22	6.6	3.43	7.56	8.12	10.81	5.76	6.85	6.62	8.74	4.83	5.84	5.19	9.45	6.38	7.25	5.37	8.22	8.61	5.69	7.27	5.82	11.67	7.04	5.68	3.01	4.98	11.8	6.34	7.32	5.19	4.71	3.83	8.64	7.03	23.03	7.13	8.86	17.32	5.62	6.23	8.57	24.94	4.15
SUHW2	na	23.64	17.05	21.28	13.73	11.3	9.55	11.94	15.37	10.2	20.97	11.33	49.3	9.51	15.77	19.8	23.28	24.75	9.51	13.52	27.21	19.56	10.47	8.37	14.68	13.49	5.06	29.83	10.47	4.85	12.48	18.46	6.24	6.28	13.09	8.37	19.27	15.13	9.25	13.17	27.77	10.69	22.65	6.47	18.89	11.58	36.74	10.32	17.8	15.91	12.03
FLRT1	na	47.86	57.43	19.91	34.41	24.71	34.02	19.13	36.85	31.6	102.4	35.24	30.79	31.92	34.69	12.34	12.94	33.14	28.22	13.85	28.81	17.44	32.45	18.47	43.3	33.61	36.3	24.15	24.1	46.11	78.82	17.44	24.72	64.05	36.31	59.32	31.48	32.65	31.96	37.37	25.88	32.62	31.8	81.64	54.97	88.03	31.21	137.79	22.3	26.93	26.86
LZTR1	na	28.23	55.43	25.53	51.09	120.36	93.5	75.54	61.38	64.27	121.57	54.36	145.42	51.75	71.71	55.92	69.54	64.37	50.68	47.27	61.27	114.94	85.57	51.71	43.61	60.19	105.97	23.75	91.18	66.32	100.9	53.63	32.42	85.61	39.47	39.62	47.31	39.24	56.81	65.68	128.82	66.03	57.63	54.07	50.41	89.04	60.07	78.68	78.87	97.81	38.05
LOC56902	na	43.09	86.56	107.35	71.01	80.44	124.83	76.46	102.69	117.66	108.97	82.85	109.38	114.19	82.23	61.49	89.99	180.43	74.04	194.87	50.69	47.57	41.99	140.4	40.43	63.8	65.2	92.25	65.9	68.0	45.77	160.78	65.67	44.94	68.73	128.4	97.91	55.61	202.25	216.02	69.46	57.84	73.22	133.06	76.38	41.94	74.6	32.12	99.87	71.25	62.82
RAB33A	na	32.52	100.68	135.04	25.34	23.39	23.82	24.96	52.86	43.67	38.81	30.07	28.14	16.14	102.97	38.89	36.01	44.1	23.75	24.59	43.1	33.77	21.79	41.78	63.39	107.25	41.14	28.19	42.21	61.49	64.08	19.01	36.72	37.74	40.82	35.48	61.65	41.39	36.61	42.25	46.45	48.52	188.1	64.67	31.31	35.24	49.68	328.17	61.41	22.98	41.95
36438_at	na	23.73	4.54	3.14	7.15	2.73	6.29	7.7	7.99	2.13	3.41	3.11	5.02	4.69	2.49	7.66	6.14	3.47	3.61	2.01	4.66	3.14	6.98	6.94	12.13	9.99	7.0	2.66	4.17	6.19	3.08	2.64	3.39	9.38	6.67	3.82	8.69	3.39	3.38	7.07	7.4	3.75	5.91	9.3	6.67	3.48	23.45	2.35	2.72	2.86	9.38
THEA	na	28.1	29.62	24.12	31.83	26.49	41.51	30.67	39.82	26.65	41.89	43.75	35.92	35.09	29.57	26.2	24.03	28.82	34.39	32.81	32.23	36.19	21.26	20.48	41.62	26.08	26.28	30.81	30.8	44.22	25.89	27.65	31.68	20.95	28.45	15.95	21.49	23.84	23.78	27.54	33.65	39.99	40.47	31.24	38.41	25.29	34.25	37.73	27.3	23.47	32.99
CELSR3	na	67.75	144.32	156.54	78.62	54.86	203.18	103.98	93.01	103.74	167.83	186.7	50.43	134.92	95.21	79.48	121.9	216.5	235.6	185.55	81.45	154.91	285.22	89.73	47.71	191.28	216.19	112.74	235.95	117.3	291.6	278.12	208.69	73.05	57.87	133.94	100.52	53.57	80.92	268.82	90.54	246.85	68.08	92.79	75.14	131.6	140.35	197.25	94.37	77.43	74.32
TRIP12	na	84.26	121.04	192.61	117.16	159.14	127.85	157.83	198.45	122.81	128.55	184.47	91.58	116.33	147.66	108.25	160.55	154.23	163.58	260.25	97.23	150.96	66.78	109.93	74.42	206.35	138.15	221.65	133.63	144.98	119.27	134.38	98.77	84.79	114.96	126.56	108.82	117.66	201.38	245.74	146.88	77.71	126.75	148.67	91.46	163.27	109.21	166.46	130.22	152.53	120.97
HAGH	na	239.42	115.4	257.2	150.44	157.98	204.65	241.05	130.72	189.5	106.62	148.6	207.11	189.16	157.36	161.12	185.68	94.37	165.43	331.35	244.05	227.11	286.76	236.36	144.19	164.78	171.95	128.35	243.3	135.98	96.38	107.64	233.67	194.77	229.66	233.19	250.73	188.97	132.68	71.31	360.9	182.03	252.14	217.84	188.29	95.84	172.04	241.37	212.82	184.02	135.46
RALB	na	130.87	89.59	33.26	155.61	165.32	199.68	187.34	121.67	137.42	113.48	298.88	184.24	164.5	150.28	89.29	217.23	110.79	101.27	138.34	108.58	196.59	325.74	128.69	307.33	81.63	134.96	190.47	159.84	74.24	93.8	131.85	110.13	88.61	198.72	146.04	186.95	143.02	150.86	125.28	321.85	135.1	60.6	83.28	54.38	102.47	118.8	175.73	195.8	151.91	134.68
CD74	na	87.7	69.7	57.92	53.11	69.06	59.68	51.95	187.88	411.79	75.54	85.33	54.08	65.65	501.39	272.05	84.59	49.55	68.36	52.5	234.84	1524.04	93.86	65.37	90.64	104.81	104.15	692.66	122.42	65.41	756.8	62.93	107.44	65.81	55.44	54.37	349.84	172.83	53.1	71.01	115.15	46.4	37.19	46.53	155.36	62.39	112.34	4192.15	92.06	66.76	277.6
PCDH1	na	269.72	427.41	103.2	642.81	237.24	538.9	319.19	324.75	170.73	192.77	708.53	109.55	288.35	269.38	215.15	328.35	189.19	844.27	290.08	388.01	1044.95	300.35	250.42	272.09	206.08	345.59	340.11	273.27	434.53	503.18	278.54	595.41	497.57	350.16	231.93	169.26	142.98	479.49	174.06	278.18	346.74	135.04	237.67	336.88	206.42	260.23	156.97	296.75	307.51	203.39
PPP1R3A	na	5.67	3.37	6.62	3.66	3.46	1.95	3.33	3.03	1.9	2.41	2.37	5.36	3.15	2.18	2.43	6.6	3.77	3.34	6.66	8.88	3.17	7.82	2.66	12.66	11.36	2.21	2.06	9.46	4.62	8.49	3.15	7.28	2.45	4.68	2.81	3.49	7.56	3.91	5.06	2.92	3.52	3.23	4.28	5.51	3.01	3.99	9.38	3.34	4.27	4.41
ZBED4	na	50.15	108.95	158.04	94.48	131.0	146.23	96.68	124.4	51.74	114.71	98.2	82.28	134.1	121.29	95.34	90.27	58.83	99.92	111.65	99.29	155.68	73.71	76.77	82.58	82.78	94.81	57.9	75.39	72.47	66.63	136.19	84.73	100.48	40.49	50.51	76.33	63.9	152.32	87.11	85.58	81.98	153.94	48.22	151.87	68.91	119.88	95.49	100.3	74.62	81.61
SCGB2A1	na	4.38	13.57	12.16	11.47	8.82	3.04	9.09	9.4	4.3	10.01	9.07	7.97	16.44	11.25	7.98	12.29	10.78	4.58	19.29	8.85	11.08	7.09	2.29	4.53	8.94	11.9	12.37	4.12	18.06	4.02	8.99	18.85	9.02	7.85	4.36	11.83	11.47	7.29	4.6	11.99	17.33	5.0	10.94	175.89	11.05	14.59	7.85	6.7	5.09	8.6
ITGA3	na	1474.04	420.95	147.33	390.23	552.67	238.54	458.07	1574.18	1797.57	423.09	728.24	130.01	149.29	233.66	1768.6	184.14	249.13	563.41	192.33	324.19	802.44	1122.68	773.17	779.39	900.11	1258.31	463.3	2456.31	2538.78	937.18	168.97	222.01	1433.2	891.69	510.73	2423.22	1272.71	798.34	1189.13	442.29	203.29	160.47	460.59	293.58	553.02	230.97	671.83	371.39	208.01	1277.61
KPNB1	na	66.98	154.9	111.88	146.44	120.25	36.22	59.17	202.38	135.06	125.81	130.15	172.73	135.94	161.08	183.69	93.97	131.72	68.82	341.3	120.79	125.08	134.37	120.7	121.83	163.21	170.82	123.62	171.53	183.0	138.12	165.3	100.51	103.18	106.32	143.07	80.54	109.79	149.67	203.23	156.91	115.5	159.48	166.02	56.8	118.48	36.86	73.37	131.36	47.81	94.45
ZNF76	na	24.01	13.01	47.4	28.09	22.59	24.82	16.5	29.51	10.96	27.34	21.47	22.97	50.4	10.71	95.57	11.55	50.45	23.56	249.24	36.04	53.99	36.35	16.71	12.42	15.84	11.71	20.96	14.43	41.73	43.56	16.22	29.89	51.55	15.17	13.22	13.37	18.55	12.83	13.04	26.44	64.43	24.36	12.95	15.52	28.87	12.56	25.06	15.93	45.12	15.01
34119_at	na	8.78	4.63	15.03	36.49	6.44	23.56	28.36	8.42	5.46	10.57	15.66	13.49	7.87	8.66	5.95	11.6	7.66	11.78	11.48	6.11	15.31	7.22	8.34	14.21	10.57	26.52	6.32	9.34	8.91	8.95	12.73	44.46	27.3	18.29	44.27	8.52	7.3	32.69	6.49	19.75	41.41	11.6	8.85	12.43	24.15	14.58	5.82	18.77	8.91	16.46
33560_at	na	11.6	5.46	8.94	2.55	4.65	9.83	1.89	10.52	5.48	4.61	4.09	4.18	2.59	5.49	2.13	1.67	5.79	5.18	1.82	4.18	2.3	6.2	11.75	11.35	12.38	4.58	5.49	5.13	2.3	5.28	2.59	7.21	6.42	5.97	8.91	6.82	5.04	5.0	2.09	11.79	3.96	5.66	5.57	4.68	5.24	9.17	3.88	4.25	10.15	4.43
SCN9A	na	12.53	5.25	5.32	2.7	4.34	4.74	2.46	10.44	4.62	3.39	5.18	9.49	7.21	3.33	6.82	9.18	5.03	2.89	3.51	2.82	6.43	4.47	1.66	13.78	20.89	3.0	13.83	11.02	9.76	6.32	5.76	3.36	3.43	6.09	11.41	15.68	5.57	5.51	6.47	3.62	3.31	5.28	7.87	8.94	2.24	14.46	17.35	16.78	2.2	16.72
CASC3	na	447.38	434.74	599.84	619.28	364.61	504.59	520.38	430.88	464.91	555.56	553.37	554.67	691.47	605.96	518.56	554.29	580.88	514.51	718.69	305.41	691.93	378.52	350.95	457.63	627.49	563.07	546.07	410.29	649.91	391.86	651.18	751.49	447.29	392.31	529.04	506.67	650.11	587.41	857.99	439.03	741.67	1043.62	660.41	278.32	441.57	388.18	573.76	434.54	347.98	422.13
GPR171	na	10.61	11.32	15.06	6.84	11.56	2.91	13.43	17.99	12.99	18.43	8.69	16.59	16.16	15.47	12.67	15.06	14.61	10.77	8.5	14.9	15.64	9.71	21.34	12.33	27.99	10.21	13.09	13.12	14.66	4.61	4.2	15.15	7.45	9.34	13.99	11.2	14.55	10.24	14.62	23.88	10.02	14.8	13.16	22.02	11.43	28.65	20.88	20.64	9.15	17.78
